MUN_NAME,MUN_NAME_data_orig,MUN_CODE,UF_ABBREV,Modulo_fiscal_ha
Jardim do Seridó,Jardim do Seridó,2405702,RN,30
João Câmara,João Câmara,2405801,RN,50
João Dias,João Dias,2405900,RN,50
José da Penha,José da Penha,2406007,RN,50
Jucurutu,Jucurutu,2406106,RN,35
Jundiá,Jundiá,2406155,RN,35
Lagoa d'Anta,Lagoa D'anta,2406205,RN,NA
Lagoa de Pedras,Lagoa de Pedras,2406304,RN,35
Lagoa de Velhos,Lagoa de Velhos,2406403,RN,35
Lagoa Nova,Lagoa Nova,2406502,RN,35
Lagoa Salgada,Lagoa Salgada,2406601,RN,30
Lajes,Lajes,2406700,RN,50
Lajes Pintadas,Lajes Pintadas,2406809,RN,30
Lucrécia,Lucrécia,2406908,RN,40
Luís Gomes,Luís Gomes,2407005,RN,45
Macaíba,Macaíba,2407104,RN,12
Macau,Macau,2407203,RN,65
Major Sales,Major Sales,2407252,RN,45
Marcelino Vieira,Marcelino Vieira,2407302,RN,55
Martins,Martins,2407401,RN,55
Maxaranguape,Maxaranguape,2407500,RN,20
Messias Targino,Messias Targino,2407609,RN,45
Montanhas,Montanhas,2407708,RN,35
Monte Alegre,Monte Alegre,2407807,RN,35
Monte das Gameleiras,Monte das Gameleiras,2407906,RN,30
Mossoró,Mossoró,2408003,RN,70
Natal,Natal,2408102,RN,7
Nísia Floresta,Nísia Floresta,2408201,RN,20
Nova Cruz,Nova Cruz,2408300,RN,35
Olho d'Água do Borges,Olho-D'água do Borges,2408409,RN,NA
Ouro Branco,Ouro Branco,2408508,RN,35
Paraná,Paraná,2408607,RN,40
Paraú,Paraú,2408706,RN,55
Parazinho,Parazinho,2408805,RN,50
Parelhas,Parelhas,2408904,RN,30
Rio do Fogo,Rio do Fogo,2408953,RN,20
Passa e Fica,Passa E Fica,2409100,RN,NA
Passagem,Passagem,2409209,RN,35
Patu,Patu,2409308,RN,45
Santa Maria,Santa Maria,2409332,RN,35
Pau dos Ferros,Pau dos Ferros,2409407,RN,60
Pedra Grande,Pedra Grande,2409506,RN,60
Pedra Preta,Pedra Preta,2409605,RN,50
Pedro Avelino,Pedro Avelino,2409704,RN,60
Pedro Velho,Pedro Velho,2409803,RN,20
Pendências,Pendências,2409902,RN,65
Pilões,Pil§es,2410009,RN,NA
Poço Branco,Poço Branco,2410108,RN,50
Portalegre,Portalegre,2410207,RN,40
Porto do Mangue,Porto do Mangue,2410256,RN,70
Serra Caiada,NA,2410306,RN,35
Pureza,Pureza,2410405,RN,50
Rafael Fernandes,Rafael Fernandes,2410504,RN,50
Rafael Godeiro,Rafael Godeiro,2410603,RN,45
Riacho da Cruz,Riacho da Cruz,2410702,RN,55
Riacho de Santana,Riacho de Santana,2410801,RN,50
Riachuelo,Riachuelo,2410900,RN,35
Rodolfo Fernandes,Rodolfo Fernandes,2411007,RN,55
Tibau,Tibau,2411056,RN,70
Ruy Barbosa,Ruy Barbosa,2411106,RN,35
Santa Cruz,Santa Cruz,2411205,RN,35
Santana do Matos,Santana do Matos,2411403,RN,60
Santana do Seridó,Santana do Seridó,2411429,RN,30
Santo Antônio,Santo Antânio,2411502,RN,NA
São Bento do Norte,São Bento do Norte,2411601,RN,60
São Bento do Trairí,São Bento do Trairí,2411700,RN,30
São Fernando,São Fernando,2411809,RN,45
São Francisco do Oeste,São Francisco do Oeste,2411908,RN,50
São Gonçalo do Amarante,São Gonçalo do Amarante,2412005,RN,12
São João do Sabugi,São João do Sabugi,2412104,RN,45
São José de Mipibu,São José de Mipibu,2412203,RN,20
São José do Campestre,São José do Campestre,2412302,RN,35
São José do Seridó,São José do Seridó,2412401,RN,35
São Miguel,São Miguel,2412500,RN,45
São Miguel do Gostoso,São Miguel do Gostoso,2412559,RN,60
São Paulo do Potengi,São Paulo do Potengi,2412609,RN,35
São Pedro,São Pedro,2412708,RN,35
São Rafael,São Rafael,2412807,RN,55
São Tomé,São Tomé,2412906,RN,30
São Vicente,São Vicente,2413003,RN,30
Senador Elói de Souza,Senador Elói de Souza,2413102,RN,35
Senador Georgino Avelino,Senador Georgino Avelino,2413201,RN,20
Serra de São Bento,Serra de São Bento,2413300,RN,35
Serra do Mel,Serra do Mel,2413359,RN,70
Serra Negra do Norte,Serra Negra do Norte,2413409,RN,45
Serrinha,Serrinha,2413508,RN,35
Serrinha dos Pintos,Serrinha dos Pintos,2413557,RN,55
Severiano Melo,Severiano Melo,2413607,RN,50
Sítio Novo,Sítio Novo,2413706,RN,30
Taboleiro Grande,Taboleiro Grande,2413805,RN,55
Taipu,Taipu,2413904,RN,50
Tangará,Tangará,2414001,RN,35
Tenente Ananias,Tenente Ananias,2414100,RN,50
Tenente Laurentino Cruz,Tenente Laurentino Cruz,2414159,RN,35
Tibau do Sul,Tibau do Sul,2414209,RN,20
Timbaúba dos Batistas,Timbaúba dos Batistas,2414308,RN,35
Touros,Touros,2414407,RN,60
Triunfo Potiguar,Triunfo Potiguar,2414456,RN,55
Umarizal,Umarizal,2414506,RN,40
Upanema,Upanema,2414605,RN,55
Várzea,Várzea,2414704,RN,35
Venha-Ver,Venha-Ver,2414753,RN,45
Vera Cruz,Vera Cruz,2414803,RN,35
Viçosa,Viçosa,2414902,RN,50
Vila Flor,Vila Flor,2415008,RN,20
Água Branca,Água Branca,2500106,PB,40
Aguiar,Aguiar,2500205,PB,60
Alagoa Grande,Alagoa Grande,2500304,PB,30
Alagoa Nova,Alagoa Nova,2500403,PB,16
Alagoinha,Alagoinha,2500502,PB,35
Alcantil,Alcantil,2500536,PB,60
Algodão de Jandaíra,Algodão de Jandaíra,2500577,PB,18
Alhandra,Alhandra,2500601,PB,10
São João do Rio do Peixe,São João do Rio do Peixe,2500700,PB,55
Amparo,Amparo,2500734,PB,55
Aparecida,Aparecida,2500775,PB,55
Araçagi,Araçagi,2500809,PB,35
Arara,Arara,2500908,PB,30
Araruna,Araruna,2501005,PB,40
Areia,Areia,2501104,PB,25
Areia de Baraúnas,Areia de Baraúnas,2501153,PB,60
Areial,Areial,2501203,PB,16
Aroeiras,Aroeiras,2501302,PB,60
Assunção,Assunção,2501351,PB,55
Baía da Traição,Baía da Traição,2501401,PB,16
Bananeiras,Bananeiras,2501500,PB,25
Baraúna,Baraúna,2501534,PB,30
Barra de Santana,Barra de Santana,2501575,PB,60
Barra de Santa Rosa,Barra de Santa Rosa,2501609,PB,30
Barra de São Miguel,Barra de São Miguel,2501708,PB,60
Bayeux,Bayeux,2501807,PB,12
Belém,Belém,2501906,PB,35
Belém do Brejo do Cruz,Belém do Brejo do Cruz,2502003,PB,60
Bernardino Batista,Bernardino Batista,2502052,PB,55
Boa Ventura,Boa Ventura,2502102,PB,55
Boa Vista,Boa Vista,2502151,PB,12
Bom Jesus,Bom Jesus,2502201,PB,55
Bom Sucesso,Bom Sucesso,2502300,PB,60
Bonito de Santa Fé,Bonito de Santa Fé,2502409,PB,50
Boqueirão,Boqueirão,2502508,PB,60
Igaracy,Igaracy,2502607,PB,60
Borborema,Borborema,2502706,PB,20
Brejo do Cruz,Brejo do Cruz,2502805,PB,60
Brejo dos Santos,Brejo dos Santos,2502904,PB,60
Caaporã,Caaporã,2503001,PB,10
Cabaceiras,Cabaceiras,2503100,PB,60
Cabedelo,Cabedelo,2503209,PB,10
Cachoeira dos Índios,Cachoeira dos ═ndios,2503308,PB,NA
Cacimba de Areia,Cacimba de Areia,2503407,PB,55
Cacimba de Dentro,Cacimba de Dentro,2503506,PB,30
Cacimbas,Cacimbas,2503555,PB,40
Caiçara,Caiçara,2503605,PB,35
Cajazeiras,Cajazeiras,2503704,PB,50
Cajazeirinhas,Cajazeirinhas,2503753,PB,60
Caldas Brandão,Caldas Brandão,2503803,PB,30
Camalaú,Camalaú,2503902,PB,55
Campina Grande,Campina Grande,2504009,PB,12
Capim,Capim,2504033,PB,10
Caraúbas,Caraúbas,2504074,PB,55
Carrapateira,Carrapateira,2504108,PB,55
Casserengue,Casserengue,2504157,PB,16
Catingueira,Catingueira,2504207,PB,60
Catolé do Rocha,Catolé do Rocha,2504306,PB,60
Caturité,Caturité,2504355,PB,60
Conceição,Conceição,2504405,PB,60
Condado,Condado,2504504,PB,55
Conde,Conde,2504603,PB,10
Congo,Congo,2504702,PB,55
Coremas,Coremas,2504801,PB,55
Coxixola,Coxixola,2504850,PB,55
Cruz do Espírito Santo,Cruz do Espírito Santo,2504900,PB,10
Cubati,Cubati,2505006,PB,28
Cuité,Cuité,2505105,PB,35
Cuitegi,Cuitegi,2505204,PB,35
Cuité de Mamanguape,Cuité de Mamanguape,2505238,PB,10
Curral de Cima,Curral de Cima,2505279,PB,10
Curral Velho,Curral Velho,2505303,PB,55
Damião,Damião,2505352,PB,30
Desterro,Desterro,2505402,PB,40
Vista Serrana,Vista Serrana,2505501,PB,55
Diamante,Diamante,2505600,PB,55
Dona Inês,Dona Inês,2505709,PB,30
Duas Estradas,Duas Estradas,2505808,PB,35
Emas,Emas,2505907,PB,60
Esperança,Esperança,2506004,PB,12
Fagundes,Fagundes,2506103,PB,20
Frei Martinho,Frei Martinho,2506202,PB,30
Gado Bravo,Gado Bravo,2506251,PB,60
Guarabira,Guarabira,2506301,PB,35
Gurinhém,Gurinhém,2506400,PB,35
Gurjão,Gurjão,2506509,PB,55
Ibiara,Ibiara,2506608,PB,60
Imaculada,Imaculada,2506707,PB,40
Ingá,Ingá,2506806,PB,40
Itabaiana,Itabaiana,2506905,PB,30
Itaporanga,Itaporanga,2507002,PB,60
Itapororoca,Itapororoca,2507101,PB,16
Itatuba,Itatuba,2507200,PB,35
Jacaraú,Jacaraú,2507309,PB,16
Jericó,Jericó,2507408,PB,60
João Pessoa,João Pessoa,2507507,PB,7
Juarez Távora,Juarez Távora,2507606,PB,35
Juazeirinho,Juazeirinho,2507705,PB,30
Junco do Seridó,Junco do Seridó,2507804,PB,55
Juripiranga,Juripiranga,2507903,PB,30
Juru,Juru,2508000,PB,40
Lagoa,Lagoa,2508109,PB,60
Lagoa de Dentro,Lagoa de Dentro,2508208,PB,35
Lagoa Seca,Lagoa Seca,2508307,PB,12
Lastro,Lastro,2508406,PB,55
Livramento,Livramento,2508505,PB,55
Logradouro,Logradouro,2508554,PB,35
Lucena,Lucena,2508604,PB,10
Mãe d'Água,Mãe D'água,2508703,PB,NA
Malta,Malta,2508802,PB,55
Mamanguape,Mamanguape,2508901,PB,10
Manaíra,Manaíra,2509008,PB,40
Marcação,Marcação,2509057,PB,16
Mari,Mari,2509107,PB,30
Marizópolis,Marizópolis,2509156,PB,55
Massaranduba,Massaranduba,2509206,PB,12
Mataraca,Mataraca,2509305,PB,10
Matinhas,Matinhas,2509339,PB,16
Mato Grosso,Mato Grosso,2509370,PB,60
Maturéia,Maturéia,2509396,PB,40
Mogeiro,Mogeiro,2509404,PB,30
Montadas,Montadas,2509503,PB,12
Monte Horebe,Monte Horebe,2509602,PB,50
Monteiro,Monteiro,2509701,PB,55
Mulungu,Mulungu,2509800,PB,35
Natuba,Natuba,2509909,PB,35
Nazarezinho,Nazarezinho,2510006,PB,55
Nova Floresta,Nova Floresta,2510105,PB,30
Nova Olinda,Nova Olinda,2510204,PB,60
Nova Palmeira,Nova Palmeira,2510303,PB,30
Olho d'Água,Olho D'água,2510402,PB,NA
Olivedos,Olivedos,2510501,PB,55
Ouro Velho,Ouro Velho,2510600,PB,55
Parari,Parari,2510659,PB,55
Passagem,Passagem,2510709,PB,60
Patos,Patos,2510808,PB,55
Paulista,Paulista,2510907,PB,55
Pedra Branca,Pedra Branca,2511004,PB,60
Pedra Lavrada,Pedra Lavrada,2511103,PB,30
Pedras de Fogo,Pedras de Fogo,2511202,PB,10
Piancó,Piancó,2511301,PB,60
Picuí,Picuí,2511400,PB,30
Pilar,Pilar,2511509,PB,30
Pilões,Pil§es,2511608,PB,NA
Pilõezinhos,Pil§ezinhos,2511707,PB,NA
Pirpirituba,Pirpirituba,2511806,PB,25
Pitimbu,Pitimbu,2511905,PB,10
Pocinhos,Pocinhos,2512002,PB,14
Poço Dantas,Poço Dantas,2512036,PB,55
Poço de José de Moura,Poço de José de Moura,2512077,PB,55
Pombal,Pombal,2512101,PB,60
Prata,Prata,2512200,PB,55
Princesa Isabel,Princesa Isabel,2512309,PB,40
Puxinanã,Puxinanã,2512408,PB,16
Queimadas,Queimadas,2512507,PB,20
Quixaba,Quixabá,2512606,PB,NA
Remígio,Remígio,2512705,PB,18
Pedro Régis,Pedro Régis,2512721,PB,16
Riachão,Riachão,2512747,PB,40
Riachão do Bacamarte,Riachão do Bacamarte,2512754,PB,40
Riachão do Poço,Riachão do Poço,2512762,PB,30
Riacho de Santo Antônio,Riacho de Santo Antânio,2512788,PB,NA
Riacho dos Cavalos,Riacho dos Cavalos,2512804,PB,60
Rio Tinto,Rio Tinto,2512903,PB,16
Salgadinho,Salgadinho,2513000,PB,55
Salgado de São Félix,Salgado de São Félix,2513109,PB,30
Santa Cecília,Santa Cecília,2513158,PB,60
Santa Cruz,Santa Cruz,2513208,PB,55
Santa Helena,Santa Helena,2513307,PB,55
Santa Inês,Santa Inês,2513356,PB,60
Santa Luzia,Santa Luzia,2513406,PB,55
Santana de Mangueira,Santana de Mangueira,2513505,PB,60
Santana dos Garrotes,Santana dos Garrotes,2513604,PB,60
Joca Claudino,Santarém,2513653,PB,NA
Santa Rita,Santa Rita,2513703,PB,10
Santa Teresinha,Santa Teresinha,2513802,PB,55
Santo André,Santo André,2513851,PB,55
São Bento,São Bento,2513901,PB,35
São Bentinho,São Bentinho,2513927,PB,60
São Domingos do Cariri,São Domingos do Cariri,2513943,PB,60
São Domingos,São Domingos,2513968,PB,60
São Francisco,São Francisco,2513984,PB,55
São João do Cariri,São João do Cariri,2514008,PB,55
São João do Tigre,São João do Tigre,2514107,PB,55
São José da Lagoa Tapada,São José da Lagoa Tapada,2514206,PB,55
São José de Caiana,São José de Caiana,2514305,PB,55
São José de Espinharas,São José de Espinharas,2514404,PB,55
São José dos Ramos,São José dos Ramos,2514453,PB,30
São José de Piranhas,São José de Piranhas,2514503,PB,55
São José de Princesa,São José de Princesa,2514552,PB,40
São José do Bonfim,São José do Bonfim,2514602,PB,55
São José do Brejo do Cruz,São José do Brejo do Cruz,2514651,PB,60
São José do Sabugi,São José do Sabugi,2514701,PB,55
São José dos Cordeiros,São José dos Cordeiros,2514800,PB,55
São Mamede,São Mamede,2514909,PB,55
São Miguel de Taipu,São Miguel de Taipu,2515005,PB,30
São Sebastião de Lagoa de Roça,São Sebastião de Lagoa de Roça,2515104,PB,30
São Sebastião do Umbuzeiro,São Sebastião do Umbuzeiro,2515203,PB,55
Sapé,Sapé,2515302,PB,30
São Vicente do Seridó,Seridó,2515401,PB,NA
Serra Branca,Serra Branca,2515500,PB,55
Serra da Raiz,Serra da Raiz,2515609,PB,35
Serra Grande,Serra Grande,2515708,PB,60
Serra Redonda,Serra Redonda,2515807,PB,35
Serraria,Serraria,2515906,PB,30
Sertãozinho,Sertãozinho,2515930,PB,35
Sobrado,Sobrado,2515971,PB,30
Solânea,Solânea,2516003,PB,16
Soledade,Soledade,2516102,PB,60
Sossêgo,Sossego,2516151,PB,NA
Sousa,Sousa,2516201,PB,55
Sumé,Sumé,2516300,PB,55
Tacima,Campo de Santana,2516409,PB,NA
Taperoá,Taperoá,2516508,PB,55
Tavares,Tavares,2516607,PB,40
Teixeira,Teixeira,2516706,PB,40
Tenório,Tenório,2516755,PB,30
Triunfo,Triunfo,2516805,PB,55
Uiraúna,Uiraúna,2516904,PB,55
Umbuzeiro,Umbuzeiro,2517001,PB,60
Várzea,Várzea,2517100,PB,55
Vieirópolis,Vieirópolis,2517209,PB,55
Zabelê,Zabelê,2517407,PB,55
Abreu e Lima,Abreu E Lima,2600054,PE,NA
Afogados da Ingazeira,Afogados da Ingazeira,2600104,PE,40
Afrânio,Afrânio,2600203,PE,55
Agrestina,Agrestina,2600302,PE,35
Água Preta,Água Preta,2600401,PE,14
Águas Belas,Águas Belas,2600500,PE,40
Alagoinha,Alagoinha,2600609,PE,20
Aliança,Aliança,2600708,PE,14
Altinho,Altinho,2600807,PE,40
Amaraji,Amaraji,2600906,PE,14
Angelim,Angelim,2601003,PE,40
Araçoiaba,Araçoiaba,2601052,PE,14
Araripina,Araripina,2601102,PE,70
Arcoverde,Arcoverde,2601201,PE,40
Barra de Guabiraba,Barra de Guabiraba,2601300,PE,30
Barreiros,Barreiros,2601409,PE,14
Belém de Maria,Belém de Maria,2601508,PE,16
Belém do São Francisco,Belém de São Francisco,2601607,PE,NA
Belo Jardim,Belo Jardim,2601706,PE,20
Betânia,Betânia,2601805,PE,65
Bezerros,Bezerros,2601904,PE,20
Bodocó,Bodocó,2602001,PE,70
Bom Conselho,Bom Conselho,2602100,PE,40
Bom Jardim,Bom Jardim,2602209,PE,22
Bonito,Bonito,2602308,PE,28
Brejão,Brejão,2602407,PE,40
Brejinho,Brejinho,2602506,PE,40
Brejo da Madre de Deus,Brejo da Madre de Deus,2602605,PE,20
Buenos Aires,Buenos Aires,2602704,PE,14
Buíque,Buíque,2602803,PE,35
Cabo de Santo Agostinho,Cabo de Santo Agostinho,2602902,PE,7
Cabrobó,Cabrobó,2603009,PE,55
Cachoeirinha,Cachoeirinha,2603108,PE,26
Caetés,Caetés,2603207,PE,35
Calçado,Calçado,2603306,PE,35
Calumbi,Calumbi,2603405,PE,40
Camaragibe,Camaragibe,2603454,PE,7
Camocim de São Félix,Camocim de São Félix,2603504,PE,30
Camutanga,Camutanga,2603603,PE,14
Canhotinho,Canhotinho,2603702,PE,35
Capoeiras,Capoeiras,2603801,PE,26
Carnaíba,Carnaíba,2603900,PE,40
Carnaubeira da Penha,Carnaubeira da Penha,2603926,PE,55
Carpina,Carpina,2604007,PE,14
Caruaru,Caruaru,2604106,PE,20
Casinhas,Casinhas,2604155,PE,26
Catende,Catende,2604205,PE,14
Cedro,Cedro,2604304,PE,65
Chã de Alegria,Chã de Alegria,2604403,PE,14
Chã Grande,Chã Grande,2604502,PE,20
Condado,Condado,2604601,PE,14
Correntes,Correntes,2604700,PE,45
Cortês,Cortês,2604809,PE,16
Cumaru,Cumaru,2604908,PE,30
Cupira,Cupira,2605004,PE,35
Custódia,Custódia,2605103,PE,65
Dormentes,Dormentes,2605152,PE,55
Escada,Escada,2605202,PE,14
Exu,Exu,2605301,PE,70
Feira Nova,Feira Nova,2605400,PE,20
Fernando de Noronha,Fernando de Noronha,2605459,PE,0
Ferreiros,Ferreiros,2605509,PE,14
Flores,Flores,2605608,PE,40
Floresta,Floresta,2605707,PE,55
Frei Miguelinho,Frei Miguelinho,2605806,PE,35
Gameleira,Gameleira,2605905,PE,14
Garanhuns,Garanhuns,2606002,PE,35
Glória do Goitá,Glória do Goitá,2606101,PE,20
Goiana,Goiana,2606200,PE,14
Granito,Granito,2606309,PE,70
Gravatá,Gravatá,2606408,PE,20
Iati,Iati,2606507,PE,40
Ibimirim,Ibimirim,2606606,PE,65
Ibirajuba,Ibirajuba,2606705,PE,35
Igarassu,Igarassu,2606804,PE,14
Iguaracy,Iguaraci,2606903,PE,NA
Inajá,Inajá,2607000,PE,65
Ingazeira,Ingazeira,2607109,PE,40
Ipojuca,Ipojuca,2607208,PE,14
Ipubi,Ipubi,2607307,PE,70
Itacuruba,Itacuruba,2607406,PE,55
Itaíba,Itaíba,2607505,PE,40
Ilha de Itamaracá,Ilha de Itamaracá,2607604,PE,7
Itambé,Itambé,2607653,PE,14
Itapetim,Itapetim,2607703,PE,40
Itapissuma,Itapissuma,2607752,PE,14
Itaquitinga,Itaquitinga,2607802,PE,14
Jaboatão dos Guararapes,Jaboatão dos Guararapes,2607901,PE,7
Jaqueira,Jaqueira,2607950,PE,14
Jataúba,Jataúba,2608008,PE,20
Jatobá,Jatobá,2608057,PE,55
João Alfredo,João Alfredo,2608107,PE,24
Joaquim Nabuco,Joaquim Nabuco,2608206,PE,14
Jucati,Jucati,2608255,PE,35
Jupi,Jupi,2608305,PE,35
Jurema,Jurema,2608404,PE,35
Lagoa do Carro,Lagoa do Carro,2608453,PE,14
Lagoa de Itaenga,Lagoa do Itaenga,2608503,PE,NA
Lagoa do Ouro,Lagoa do Ouro,2608602,PE,45
Lagoa dos Gatos,Lagoa dos Gatos,2608701,PE,35
Lagoa Grande,Lagoa Grande,2608750,PE,55
Lajedo,Lajedo,2608800,PE,40
Limoeiro,Limoeiro,2608909,PE,22
Macaparana,Macaparana,2609006,PE,14
Machados,Machados,2609105,PE,22
Manari,Manari,2609154,PE,65
Maraial,Maraial,2609204,PE,14
Mirandiba,Mirandiba,2609303,PE,65
Moreno,Moreno,2609402,PE,7
Nazaré da Mata,Nazaré da Mata,2609501,PE,14
Olinda,Olinda,2609600,PE,7
Orobó,Orobó,2609709,PE,22
Orocó,Orocó,2609808,PE,55
Ouricuri,Ouricuri,2609907,PE,70
Palmares,Palmares,2610004,PE,14
Palmeirina,Palmeirina,2610103,PE,45
Panelas,Panelas,2610202,PE,35
Paranatama,Paranatama,2610301,PE,35
Parnamirim,Parnamirim,2610400,PE,65
Passira,Passira,2610509,PE,35
Paudalho,Paudalho,2610608,PE,14
Paulista,Paulista,2610707,PE,7
Pedra,Pedra,2610806,PE,35
Pesqueira,Pesqueira,2610905,PE,20
Petrolândia,Petrolândia,2611002,PE,55
Petrolina,Petrolina,2611101,PE,55
Poção,Poção,2611200,PE,20
Pombos,Pombos,2611309,PE,20
Primavera,Primavera,2611408,PE,14
Quipapá,Quipapá,2611507,PE,14
Quixaba,Quixabá,2611533,PE,NA
Recife,Recife,2611606,PE,5
Riacho das Almas,Riacho das Almas,2611705,PE,20
Ribeirão,Ribeirão,2611804,PE,14
Rio Formoso,Rio Formoso,2611903,PE,14
Sairé,Sairé,2612000,PE,35
Salgadinho,Salgadinho,2612109,PE,26
Salgueiro,Salgueiro,2612208,PE,65
Saloá,Saloá,2612307,PE,35
Sanharó,Sanharó,2612406,PE,20
Santa Cruz,Santa Cruz,2612455,PE,70
Santa Cruz da Baixa Verde,Santa Cruz da Baixa Verde,2612471,PE,40
Santa Cruz do Capibaribe,Santa Cruz do Capibaribe,2612505,PE,20
Santa Filomena,Santa Filomena,2612554,PE,70
Santa Maria da Boa Vista,Santa Maria da Boa Vista,2612604,PE,55
Santa Maria do Cambucá,Santa Maria do Cambucá,2612703,PE,22
Santa Terezinha,Santa Terezinha,2612802,PE,40
São Benedito do Sul,São Benedito do Sul,2612901,PE,14
São Bento do Una,São Bento do Una,2613008,PE,20
São Caitano,São Caitano,2613107,PE,20
São João,São João,2613206,PE,35
São Joaquim do Monte,São Joaquim do Monte,2613305,PE,35
São José da Coroa Grande,São José da Coroa Grande,2613404,PE,14
São José do Belmonte,São José do Belmonte,2613503,PE,65
São José do Egito,São José do Egito,2613602,PE,40
São Lourenço da Mata,São Lourenço da Mata,2613701,PE,7
São Vicente Férrer,São Vicente Ferrer,2613800,PE,NA
Serra Talhada,Serra Talhada,2613909,PE,40
Serrita,Serrita,2614006,PE,65
Sertânia,Sertânia,2614105,PE,65
Sirinhaém,Sirinhaém,2614204,PE,14
Moreilândia,Moreilândia,2614303,PE,70
Solidão,Solidão,2614402,PE,40
Surubim,Surubim,2614501,PE,26
Tabira,Tabira,2614600,PE,40
Tacaimbó,Tacaimbó,2614709,PE,20
Tacaratu,Tacaratu,2614808,PE,65
Tamandaré,Tamandaré,2614857,PE,14
Taquaritinga do Norte,Taquaritinga do Norte,2615003,PE,20
Terezinha,Terezinha,2615102,PE,35
Terra Nova,Terra Nova,2615201,PE,65
Timbaúba,Timbaúba,2615300,PE,14
Toritama,Toritama,2615409,PE,20
Tracunhaém,Tracunhaém,2615508,PE,14
Trindade,Trindade,2615607,PE,70
Triunfo,Triunfo,2615706,PE,40
Tupanatinga,Tupanatinga,2615805,PE,35
Tuparetama,Tuparetama,2615904,PE,40
Venturosa,Venturosa,2616001,PE,35
Verdejante,Verdejante,2616100,PE,65
Vertente do Lério,Vertente do Lério,2616183,PE,26
Vertentes,Vertentes,2616209,PE,20
Vicência,Vicência,2616308,PE,14
Vitória de Santo Antão,Vitória de Santo Antão,2616407,PE,14
Xexéu,Xexéu,2616506,PE,14
Água Branca,Água Branca,2700102,AL,70
Anadia,Anadia,2700201,AL,35
Arapiraca,Arapiraca,2700300,AL,15
Atalaia,Atalaia,2700409,AL,16
Barra de Santo Antônio,Barra de Santo Antânio,2700508,AL,NA
Barra de São Miguel,Barra de São Miguel,2700607,AL,30
Batalha,Batalha,2700706,AL,70
Belém,Belém,2700805,AL,35
Belo Monte,Belo Monte,2700904,AL,70
Boca da Mata,Boca da Mata,2701001,AL,30
Branquinha,Branquinha,2701100,AL,16
Cacimbinhas,Cacimbinhas,2701209,AL,35
Cajueiro,Cajueiro,2701308,AL,16
Campestre,Campestre,2701357,AL,16
Campo Alegre,Campo Alegre,2701407,AL,30
Campo Grande,Campo Grande,2701506,AL,35
Canapi,Canapi,2701605,AL,70
Capela,Capela,2701704,AL,16
Carneiros,Carneiros,2701803,AL,70
Chã Preta,Chã Preta,2701902,AL,16
Coité do Nóia,Coité do Nóia,2702009,AL,15
Colônia Leopoldina,Colânia Leopoldina,2702108,AL,NA
Coqueiro Seco,Coqueiro Seco,2702207,AL,12
Coruripe,Coruripe,2702306,AL,30
Craíbas,Craíbas,2702355,AL,15
Delmiro Gouveia,Delmiro Gouveia,2702405,AL,70
Dois Riachos,Dois Riachos,2702504,AL,70
Estrela de Alagoas,Estrela de Alagoas,2702553,AL,35
Feira Grande,Feira Grande,2702603,AL,15
Feliz Deserto,Feliz Deserto,2702702,AL,60
Flexeiras,Flexeiras,2702801,AL,16
Girau do Ponciano,Girau do Ponciano,2702900,AL,15
Ibateguara,Ibateguara,2703007,AL,16
Igaci,Igaci,2703106,AL,35
Igreja Nova,Igreja Nova,2703205,AL,60
Inhapi,Inhapi,2703304,AL,70
Jacaré dos Homens,Jacaré dos Homens,2703403,AL,70
Jacuípe,Jacuípe,2703502,AL,16
Japaratinga,Japaratinga,2703601,AL,16
Jaramataia,Jaramataia,2703700,AL,70
Jequiá da Praia,Jequiá da Praia,2703759,AL,30
Joaquim Gomes,Joaquim Gomes,2703809,AL,16
Jundiá,Jundiá,2703908,AL,16
Junqueiro,Junqueiro,2704005,AL,35
Lagoa da Canoa,Lagoa da Canoa,2704104,AL,15
Limoeiro de Anadia,Limoeiro de Anadia,2704203,AL,35
Maceió,Maceió,2704302,AL,7
Major Isidoro,Major Isidoro,2704401,AL,70
Maragogi,Maragogi,2704500,AL,16
Maravilha,Maravilha,2704609,AL,70
Marechal Deodoro,Marechal Deodoro,2704708,AL,12
Maribondo,Maribondo,2704807,AL,35
Mar Vermelho,Mar Vermelho,2704906,AL,35
Mata Grande,Mata Grande,2705002,AL,70
Matriz de Camaragibe,Matriz de Camaragibe,2705101,AL,16
Messias,Messias,2705200,AL,16
Minador do Negrão,Minador do Negrão,2705309,AL,35
Monteirópolis,Monteirópolis,2705408,AL,70
Murici,Murici,2705507,AL,16
Novo Lino,Novo Lino,2705606,AL,16
Olho d'Água das Flores,Olho D'água das Flores,2705705,AL,NA
Olho d'Água do Casado,Olho D'água do Casado,2705804,AL,NA
Olho d'Água Grande,Olho D'água Grande,2705903,AL,NA
Olivença,Olivença,2706000,AL,70
Ouro Branco,Ouro Branco,2706109,AL,70
Palestina,Palestina,2706208,AL,70
Palmeira dos Índios,Palmeira dos ═ndios,2706307,AL,NA
Pão de Açúcar,Pão de Açúcar,2706406,AL,70
Pariconha,Pariconha,2706422,AL,70
Paripueira,Paripueira,2706448,AL,18
Passo de Camaragibe,Passo de Camaragibe,2706505,AL,16
Paulo Jacinto,Paulo Jacinto,2706604,AL,35
Penedo,Penedo,2706703,AL,50
